Date,Close,Volume
2002-08-12,453.3999938964844,50600
2002-08-13,447.3500061035156,25600
2002-08-14,434.79998779296875,105200
2002-08-15,434.79998779296875,0
2002-08-16,427.6499938964844,143100
2002-08-19,429.6499938964844,68300
2002-08-20,437.6499938964844,53900
2002-08-21,434.95001220703125,33600
2002-08-22,428.1499938964844,123100
2002-08-23,419.8500061035156,170900
2002-08-26,417.75,136900
2002-08-27,417.20001220703125,158200
2002-08-28,417.8999938964844,70400
2002-08-29,418.1000061035156,77100
2002-08-30,418.45001220703125,54900
2002-09-02,415.79998779296875,128100
2002-09-03,416.1000061035156,109700
2002-09-04,418.25,66200
2002-09-05,419.70001220703125,82800
2002-09-06,419.1499938964844,43500
2002-09-09,419.8999938964844,52200
2002-09-10,419.8999938964844,0
2002-09-11,419.75,33700
2002-09-12,420.1000061035156,35100
2002-09-13,420.3999938964844,80300
2002-09-16,419.95001220703125,13100
2002-09-17,413.54998779296875,54100
2002-09-18,401.3500061035156,63100
2002-09-19,383.8999938964844,188200
2002-09-20,377.1000061035156,165500
2002-09-23,371.70001220703125,106400
2002-09-24,380.8500061035156,110800
2002-09-25,384.5,45200
2002-09-26,382.29998779296875,30700
2002-09-27,398.95001220703125,123900
2002-09-30,389.6499938964844,86100
2002-10-01,379.25,137700
2002-10-02,379.25,0
2002-10-03,367.95001220703125,73400
2002-10-04,366.1000061035156,76300
2002-10-07,367.75,99300
2002-10-08,384.75,103800
2002-10-09,392.20001220703125,79900
2002-10-10,405.75,181900
2002-10-11,399.95001220703125,139700
2002-10-14,398.95001220703125,46600
2002-10-15,398.95001220703125,0
2002-10-16,397.75,51800
2002-10-17,395.25,76200
2002-10-18,402.20001220703125,55600
2002-10-21,404.3999938964844,79900
2002-10-22,386.70001220703125,154600
2002-10-23,401.6499938964844,380500
2002-10-24,408.95001220703125,287400
2002-10-25,410.8500061035156,97600
2002-10-28,407.1000061035156,83500
2002-10-29,420.6000061035156,272900
2002-10-30,421.75,272300
2002-10-31,423.75,99000
2002-11-01,442.04998779296875,448800
2002-11-04,448.29998779296875,55500
2002-11-05,436.04998779296875,122300
2002-11-06,436.04998779296875,0
2002-11-07,429.20001220703125,141900
2002-11-08,433.0,127700
2002-11-11,436.0,50000
2002-11-12,435.8500061035156,41400
2002-11-13,443.1000061035156,306000
2002-11-14,439.3500061035156,133600
2002-11-15,452.79998779296875,376500
2002-11-18,451.70001220703125,104300
2002-11-19,451.70001220703125,0
2002-11-20,452.8500061035156,98400
2002-11-21,477.6499938964844,259400
2002-11-22,473.95001220703125,131600
2002-11-25,477.45001220703125,62500
2002-11-26,473.0,231600
2002-11-27,466.1499938964844,121300
2002-11-28,471.25,97700
2002-11-29,471.25,0
2002-12-02,478.0,173800
2002-12-03,479.45001220703125,173700
2002-12-04,480.29998779296875,340900
2002-12-05,472.6000061035156,146300
2002-12-06,469.54998779296875,174800
2002-12-09,474.3500061035156,116800
2002-12-10,477.75,54500
2002-12-11,465.0,242700
2002-12-12,469.8500061035156,271300
2002-12-13,475.95001220703125,73300
2002-12-16,480.3500061035156,323300
2002-12-17,480.75,143300
2002-12-18,483.6499938964844,99500
2002-12-19,493.6499938964844,222400
2002-12-20,489.45001220703125,71700
2002-12-23,490.8999938964844,55100
2002-12-24,488.29998779296875,100300
2002-12-25,488.29998779296875,0
2002-12-26,491.8500061035156,82200
2002-12-27,507.3999938964844,266500
2002-12-30,501.6499938964844,75000
2002-12-31,503.29998779296875,108100
2003-01-01,508.75,112700
2003-01-02,502.45001220703125,75900
2003-01-03,507.0,158400
2003-01-06,501.75,141300
2003-01-07,495.1499938964844,89100
2003-01-08,498.3999938964844,131100
2003-01-09,494.8500061035156,155800
2003-01-10,495.1000061035156,151300
2003-01-13,495.1499938964844,61500
2003-01-14,510.45001220703125,315000
2003-01-15,503.6499938964844,578400
2003-01-16,529.4500122070312,679900
2003-01-17,524.3499755859375,229600
2003-01-20,529.4500122070312,260100
2003-01-21,520.2000122070312,67500
2003-01-22,515.4500122070312,54900
2003-01-23,513.6500244140625,26100
2003-01-24,512.25,195000
2003-01-27,512.8499755859375,145900
2003-01-28,510.45001220703125,172200
2003-01-29,515.5499877929688,116500
2003-01-30,515.5,127300
2003-01-31,513.4000244140625,23900
2003-02-03,515.75,102700
2003-02-04,530.9500122070312,255100
2003-02-05,535.2999877929688,221700
2003-02-06,550.0499877929688,319500
2003-02-07,543.7999877929688,119800
2003-02-10,534.6500244140625,81300
2003-02-11,527.7999877929688,142000
2003-02-12,519.8499755859375,112900
2003-02-13,519.8499755859375,0
2003-02-14,524.7000122070312,142800
2003-02-17,522.5999755859375,87200
2003-02-18,519.0999755859375,137500
2003-02-19,521.6500244140625,184000
2003-02-20,524.2000122070312,171200
2003-02-21,524.0,135700
2003-02-24,520.5,105000
2003-02-25,515.4500122070312,117000
2003-02-26,504.54998779296875,195700
2003-02-27,510.6499938964844,153300
2003-02-28,515.75,140500
2003-03-03,512.6500244140625,89200
2003-03-04,502.3999938964844,95800
2003-03-05,507.75,110400
2003-03-06,505.8999938964844,55300
2003-03-07,499.0,116300
2003-03-10,483.70001220703125,125100
2003-03-11,477.3999938964844,179300
2003-03-12,471.6499938964844,204300
2003-03-13,471.8500061035156,125900
2003-03-14,471.8500061035156,0
2003-03-17,482.6499938964844,199900
2003-03-18,482.6499938964844,0
2003-03-19,484.1000061035156,193500
2003-03-20,499.1000061035156,80900
2003-03-21,499.1000061035156,0
2003-03-24,501.3500061035156,43100
2003-03-25,492.04998779296875,79900
2003-03-26,497.8999938964844,188600
2003-03-27,489.25,195900
2003-03-28,489.3500061035156,205800
2003-03-31,480.0,149200
2003-04-01,480.20001220703125,164500
2003-04-02,481.20001220703125,162300
2003-04-03,487.3999938964844,41100
2003-04-04,503.3500061035156,76600
2003-04-07,509.45001220703125,160700
2003-04-08,515.75,111400
2003-04-09,507.8500061035156,63800
2003-04-10,510.0,134900
2003-04-11,507.70001220703125,89700
2003-04-15,497.70001220703125,221000
2003-04-16,496.3999938964844,123100
2003-04-17,481.6499938964844,243600
2003-04-18,481.6499938964844,0
2003-04-21,478.1499938964844,86600
2003-04-22,475.29998779296875,182900
2003-04-23,470.20001220703125,271200
2003-04-24,476.54998779296875,214600
2003-04-25,476.45001220703125,183600
2003-04-28,481.29998779296875,61800
2003-04-29,496.79998779296875,209700
2003-04-30,482.8999938964844,77300
2003-05-01,482.8999938964844,0
2003-05-02,479.70001220703125,177500
2003-05-05,479.8500061035156,159700
2003-05-06,485.0,96800
2003-05-07,483.5,277600
2003-05-08,474.3500061035156,241700
2003-05-09,475.45001220703125,96800
2003-05-12,478.6000061035156,103300
2003-05-13,477.45001220703125,113800
2003-05-14,477.3500061035156,306500
2003-05-15,464.8999938964844,412700
2003-05-16,465.75,117600
2003-05-19,476.8999938964844,203600
2003-05-20,475.75,149100
2003-05-21,475.79998779296875,47600
2003-05-22,475.25,131600
2003-05-23,485.6499938964844,164400
2003-05-26,491.20001220703125,80100
2003-05-27,495.25,178700
2003-05-28,499.29998779296875,174600
2003-05-29,504.04998779296875,190100
2003-05-30,512.75,121100
2003-06-02,512.8499755859375,69100
2003-06-03,511.6499938964844,41200
2003-06-04,509.45001220703125,33800
2003-06-05,503.0,87900
2003-06-06,507.95001220703125,55100
2003-06-09,511.3999938964844,131300
2003-06-10,519.5499877929688,216700
2003-06-11,523.9000244140625,108100
2003-06-12,545.5499877929688,259000
2003-06-13,544.5999755859375,160900
2003-06-16,542.5499877929688,98200
2003-06-17,566.4500122070312,393500
